"index_keyword_id","index_keyword"
"6a23ef98-0ecf-4ba4-bd58-ba56c4660eef","GROWTH RESPONSE"
"048e7908-2c05-4992-87cf-2e62eebf675c","NUTRIENT USE EFFICIENCY"
"06cf3c14-103b-4447-9a72-2f91edf1aadb","TRACE ELEMENT"
"33fd2639-6b40-4124-b605-120948a92de6","CONFLICT MANAGEMENT"
"c7a578e1-9157-48df-bb58-349c0df7e6bb","ENDEMISM"
"b42a9c3d-b4ac-4673-b32d-f05606752c57","GEOSTATISTICS"
"930c5de5-a9ba-45e8-9184-07406c53eb3e","KRIGING"
"c547a99b-243c-4c23-b2a6-90f77238bbde","MINING"
"01f9e2e3-407d-44ac-92d7-b43b0aa972e7","NATURE CONSERVATION"
"9a790356-583c-4e2f-a500-06a6eecec911","NUMERICAL MODEL"
"1b995dc8-36a7-4bf7-8dbb-4858c1f6df5a","MULTIVARIATE ANALYSIS"
"f228e295-7581-4aa6-b6ad-9efc8a3668f9","BETA SELINENE"
"732ef9a5-4881-42c4-8753-70c5e5a2cc77","CARYOPHYLLENE OXIDE"
"00f7c9c5-b037-40f0-b3c2-fe13f17f4ba2","NEROLIDOL"
"07acaec8-6843-42ef-a6d1-e7c7ad5e23cf","PLANT MEDICINAL PRODUCT"
"d5637c32-4bcd-4450-9bb0-cec2f0509434","ABTS RADICAL SCAVENGING ASSAY"
"e0e1673e-85ce-4c1a-bd0a-b5050224d0f6","DIFFERENTIATION"
"0b90833a-fd5d-455f-be03-c7a0851ad36d","EC50"
"73651c4e-ed2c-40f2-80d3-7d25a3520193","PIPER BRACHYPETIOLATUM"
"97c27754-a334-4711-bda3-8eaa19f46849","PIPER GLANDULOSISSIMUM"
"ad5c7150-a31b-44c2-9607-81c98c88574b","PIPER MADEIRANUM"
"2d81d45b-3285-4f45-b9da-7d99ede3bcce","PIPER MOLLIPILOSUM"
"445ccf8d-7400-418b-aba4-1043be60a7d2","PRINCIPAL COMPONENT ANALYSIS"
"87055a89-c462-424a-a1a8-02169119e1a4","DERMATITIS, ALLERGIC CONTACT"
"52013c4a-3194-4d46-b88f-8814b3ccf908","DERMATITIS, OCCUPATIONAL"
"91836a72-91c8-441b-992a-104dbecb623d","FACIAL DERMATOSES"
"f57b7098-40ee-4e11-8c2a-2087f89bd1b8","HAND DERMATOSES"
"5526a72f-257e-4b6a-a44e-d19965331e77","MIDDLE AGED"
"9a0afdab-d698-4bb6-b49b-0af616d8a292","OCCUPATIONAL EXPOSURE"
"cd0a61d9-81c0-460c-8da8-14166df558de","CORTICOSTEROID"
"8a0dc1c6-f72d-490e-8045-24c2084694d8","TACROLIMUS"
"0e014de9-e349-4611-82c1-09d341e5e3b0","TRIAMCINOLONE"
"3284b585-a3f2-4fa7-97d0-f6a1aeee8dd4","CASE REPORT"
"d4c9e8e0-8c0f-4611-aab1-ac96e235536b","CLINICAL ARTICLE"
"83b2ca2b-c5be-445f-a985-151736f5fbce","CORDIA"
"8df0d3d0-89f1-4698-a709-1ed1ee7e0b48","ERYTHEMA"
"7de4a9b3-575f-4d9b-b8d3-5a4366d9530e","EUXYLOPHORA PARAENSIS"
"5861f58f-7cf7-43f0-8103-69b64e7db8c9","HIBISCUS"
"94c4fcdc-ea37-4400-9d2f-394f977b3ac8","HIBISCUS ELATUS"
"810df41b-cf94-459b-adeb-798462a65a8c","MYROXYLON"
"d20b7e7f-6eca-4ee1-92a3-5ab2a5e3dae9","MYROXYLON BALSAMUM"
"83d8be46-32ef-4d66-aa05-2774b8d8ae1e","PAPULE"
"1d2ca83d-9e9c-41b8-aa41-f734a7de21a9","PATCH TEST"
"1fd5f907-8f3b-494b-9b60-5214f47cdea5","SAWDUST"
"7c06a8ae-3d37-4077-8b97-a40e286eaad3","SKIN ALLERGY"
"972c9a3c-2160-4d73-85cd-2f862cd8e265","ADVERSE EVENT"
"ca5c6d9d-7ed5-4ba1-aa3d-33df30209979","HAND DISEASE"
"75c30b1a-1f31-48f8-a954-f67de7e58534","OCCUPATIONAL ECZEMA"
"d8f46c93-c069-4f49-91f5-0bf5bd576661","SKIN DISEASE"
"694868fe-0dc1-4e47-b562-abf38606a07f","CONSERVATION"
"1d8853fb-22c3-418c-a5cb-c4ecaf6b0c5e","HARVESTING"
"8b2bf844-1af6-4272-9920-7d1ee72ede02","MICA"
"6b4519ae-c26b-49dc-b6ae-331f2ddcd920","SUN LIGHT"
"c11f22b0-6827-41e5-9dac-9b51f52fd59f","SILICATE MINERALS"
"1e1b68c6-950d-43f5-a92a-b265b65fffd0","SOLAR RADIATION"
"dc2f3240-d4ee-4301-96c5-358d70ca65e0","BRAZILIAN AMAZON"
"1dacbbf2-cc45-4b29-bbf1-d5d5896e4e99","CANOPY OPENING"
"3850c161-d8a7-4834-9365-d96409d06d16","DIAMETER DISTRIBUTIONS"
"2a495439-f908-4670-9371-42b2305a2414","FOREST GROWTH"
"781011b8-00ad-4088-ac02-c53326bcdefe","MANAGED FOREST"
"fc618649-8e4f-4d8f-8bd3-50cb7daf21b4","MATURE FOREST"
"3af7e431-c631-4432-a3ec-2d69b8c7eda8","ANTI-INFECTIVE AGENTS"
"a0ba5c79-cca1-4351-b017-9edac5da04b7","BENZOPYRANS"
"50af61a5-2ec0-468f-93ac-70fba28734be","CAENORHABDITIS ELEGANS"
"088460d0-922d-4235-9a87-1d9e16e3a19a","CAENORHABDITIS ELEGANS PROTEINS"
"d8df61d8-55c4-42da-a6de-93eeee495414","GENE EXPRESSION REGULATION"
"8621e7e2-38f7-4def-a80c-1e9d40602771","HUNTINGTON DISEASE"
"3f5fddeb-dac2-47db-89b4-d325d5024230","INSECT PROTEINS"
"e2ff0852-48ef-42eb-ab5d-e9242a6f6ed4","LONGEVITY"
"ed3ce537-165a-4bda-92db-67d6c6a090b4","PHAEOPHYTA"
"037f6f66-da0f-415d-8138-a538b546f597","SIGNAL TRANSDUCTION"
"f947f259-2417-4573-ac73-78351ef08215","BENZOPYRAN DERIVATIVE"
"485adbf9-0189-421f-b60f-0ea9559294dd","CAENORHABDITIS ELEGANS PROTEIN"
"3d219340-7dab-464e-8923-8b8c261828a6","INSECT PROTEIN"
"2126435c-7f2a-4f93-bd15-78339a5d206c","BROWN ALGA"
"9cc11c0b-e741-42f9-9551-b7283140bd04","HUNTINGTON CHOREA"
"84783263-a3d7-4fff-bb80-225d5e82141d","COUMAROUNA"
"b77c71e1-88d5-4df7-ba77-cdc8028b62b4","PARAMETERS"
"da695a03-cae2-44b0-8d74-ddc1f46a8959","QUALITY CONTROL"
"decb4ee3-9ba7-4d72-b986-b17123ddaf0c","ROUGHNESS"
"a355409d-88dc-45fd-9d7e-6d8e6d654d68","SURFACES"
"8be4b62f-8cd4-4863-9c8f-6a4c526bc86d","MACHINING"
"be43d084-329e-4e50-b5a0-61659de79fd4","SURFACE ROUGHNESS"
"c08317b4-68ef-4563-8470-1681078ea20d","AMPLITUDE PARAMETERS"
"02f577c9-292c-45c5-b21b-6b646b3c6373","ANATOMICAL ANALYSIS"
"cafecd97-118a-4ee0-b9fb-8d5c78f26ee6","ANATOMICAL FEATURES"
"45aa693f-145c-4a43-80d3-1d573282edbf","ANATOMICAL STRUCTURES"
"7477a6a6-f92c-4feb-9e26-933b7c84a737","APPARENT DENSITY"
"8a5272e2-f17c-4547-89fb-c6800712e5a9","COATING PERFORMANCE"
"d8d3c582-d5f0-4884-aa21-18251330621e","MACHINING OPERATIONS"
"28d8264d-19e1-4923-8e07-fcbbe5e33940","SURFACE PREPARATION"
"dfd6fcd9-c82d-49be-82dc-7d6b2dd0be5e","ADHESIVE PERFORMANCE"
"5f253d38-93e4-4bd3-a5dc-f90122cef02d","PREPARATION CONDITIONS"
"05814de5-7ab7-4ca2-9d52-ff04e9620cd6","WOOD SURFACES"
"1c8f7dce-33fd-4c51-8207-16eb8b544c2a","WOOD TEXTURE"
"83240838-2fde-49fa-991b-2e8cfe4bb0b6","TEXTURES"
"bec8caba-5341-47f3-b64d-9e820bddcbd5","CINEOLE"
"b80d5486-5d2f-427f-89b4-859ce3a66af2","LARVICIDAL AGENT"
"a8ba60ac-e849-4360-bc42-80e90e5382f3","OCTOPAMINE"
"2c661b40-e335-4a69-8c74-913c762f8d90","SAFROLE"
"267b4fb7-3c30-40d7-97bc-0fdce6ced940","APHID"
"5d24da41-37be-4115-9d63-74c4a41c9f2f","CERATAPHIS LATANIAE"
"488c7388-b8bf-4090-85c5-1441a594ff8b","LICARIA PUCHURY MAJOR"
"e52131cc-09c5-4d9e-a560-e88b0143712f","TETRANYCHUS URTICAE"
"7e251cf3-feae-4ee0-aaf9-7b36abda52f5","CHAMAECRISTA"
"d620159e-aff7-4c8e-8df5-ff8bbd8cb1c1","MANILKARA HUBERI"
"029cac92-e9cc-439b-8ea7-8835d759e9e9","NUCLEOPOLYHEDROVIRUS"
"977cda3f-2294-4e16-a4c8-457dfa3e0360","CAMERAS"
"f410adc2-3e9b-44f1-99a8-91ae5107425d","DROUGHT"
"4fa76854-925d-4d91-a66d-9150676220ff","RADIOMETERS"
"9db0b01d-ce7a-49b9-a9b0-86dfda94bddd","REMOTE SENSING"
"0e1ce956-af70-4177-bd23-ae163ba93bd6","SATELLITE IMAGERY"
"4a202336-e3c0-4b5f-bd60-285583e3c8d2","SPECTRUM ANALYSIS"
"7752af5f-52cc-4d9e-a838-08537808c8c1","VEGETATION"
"28139201-c063-4ab7-8c3d-c4611f7a855b","AMAZON"
"96a036bf-5ce1-4a08-8253-cac978ca04c1","DRY SEASONS"
"d5642123-0c67-4815-9858-f71f5b273905","HYPERSPECTRAL REMOTE SENSING"
"88950cfa-9e8a-406b-a49c-a1b5d2e93257","LEAF FLUSH"
"7efe7f2b-3e95-4821-a39b-048b6b3ac4a8","SEASONALITY"
"5d28d616-f6fc-474c-bd7f-ece70c158f05","ALGORITHM"
"c48e3aea-963f-4153-a29a-81a978c8e8bb","LEAF AREA INDEX"
"05aa2ff1-f4d2-493a-b45e-81301185c441","MODIS"
"8b193ab6-22fa-491b-bb23-3bb7bd9260b9","NDVI"
"4e7478af-1dfc-447c-805d-1a4b0cd8bfbc","SATELLITE DATA"
"e103496f-f5a2-493e-91e4-10082f79b627","SPECTRAL REFLECTANCE"
"95e32a90-ee3f-45e5-acd0-f72f776046c8","VIDEOGRAPHY"
"db2b049f-a6b7-46e0-9d1a-a9cba42686ba","COLLAGEN"
"c2a85da1-ff82-4aa2-9c4d-99d82f943764","COPALIC ACID"
"17ef90ec-78b7-49b1-b044-90fcec8b96e4","DITERPENE"
"b9a5d0c6-2eb8-4576-b346-68b53d161780","EPERUA OLEIFERA OIL RESIN"
"4ab8715f-378d-42fc-9b29-d882102723d2","GELATINASE A"
"8c2f0458-b716-47d4-a90b-47007a587802","GELATINASE B"
"d6e0b372-a23b-4574-b1ad-6188bc3c64a0","HARDWICKIIC ACID"
"c0c72b7f-1885-43b6-a43e-817ea4a15da8","METALLOPROTEINASE"
"698928a4-680c-4a19-862a-4cbfdf8f9af5","CELL COUNT"
"b246e94a-a2dd-409e-94ae-b0aa5fed1698","CELL FRACTIONATION"
"56152137-58c3-4a7f-907f-c93488c6c543","EPERUA OLEIFERA"
"204b2c7d-f66b-43b7-a294-373109b3179b","EXTRACELLULAR MATRIX"
"9c0e81d7-6de8-42d6-8c63-f9b0a1374880","FIBROBLAST"
"acc2d565-b8f0-4c71-9ade-abd18b01cde3","HACAT CELL LINE"
"47b492ea-0b56-4c1e-81a4-0aecdd4cb7b3","ION EXCHANGE"
"9bd1ee82-354a-464a-bc57-85bc0490d557","MRC-5 CELL LINE"
"e3315ada-97f5-4bce-8f82-b794291c9583","ZYMOGRAPHY"
"eee11f7b-1b03-48b7-bf60-89912a44571e","TEMPERATURE"
"0ad24eb0-a279-41d2-a980-0d8441fec918","CELLULOSE"
"dbba53ef-a833-4c69-88b0-1063e1699507","AIR TEMPERATURE"
"02270ed1-41e7-4694-a099-08390760a611","AQUATIC ENVIRONMENT"
"f1c91cb1-190d-4c9d-99fb-ce5eb4b63272","ELECTRIC CONDUCTIVITY"
"f274de93-23d2-4b3b-8f42-03d47b2da343","FLOODING"
"4f0eac4d-9285-4e1e-8147-b2db2c0d1a92","FUNGAL BIOMASS"
"1c932202-ea6d-42ce-930a-9772ccc76737","GREENHOUSE EFFECT"
"41a68c4c-4c03-470f-b4ff-c3ddc6dd3345","HEVEA"
"0811a9ac-7643-4bc0-b4c2-30897a01d24d","HEVEA SPRUCEANA"
"afa61f50-4694-4310-b457-4d782841d6f1","LEAF LITTER"
"9b11eebb-0cb0-40ca-af87-8580d6619f8a","PHYLLOICUS ELEKTOROS"
"dd66673d-9604-413f-8d42-9f95822db447","PLANT METABOLISM"
"98520f54-1b42-4c9b-8b63-2b609467fef1","RIPARIAN SPECIES"
"6fd6d54b-19de-4e71-8a48-16fa9d528524","TRICHOPTERA"
"fc3c3b34-80a5-439c-bd24-32bdd9933cdb","ALPHA EUDESMOL"
"30900ca1-dffd-4673-9019-20bfa5cf533a","PREMNASPIRODIENE"
"289f7f30-896f-4fc7-a230-a1fd48da26ae","LOW TEMPERATURE"
"03114bc3-b594-49be-999e-c97e9c5655ef","PIPER ALATIPETIOLATUM"
"44c76b26-41b3-4c0e-ab11-24c3146e7fe8","PIPER CURTISTILUM"
"2c653cd6-dd98-4bd0-8f20-3318c04eddc1","MECHANICAL PHENOMENA"
"de0730b4-c303-43bf-b262-6721d1c43a90","ANALYSIS"
"d87115b2-da32-4d83-b335-6cd020483f5d","MECHANICS"
"163a9823-8c55-400e-885c-6337029036b7","BINDING SITES"
"2c6ea7cb-dac4-443b-becb-5e73612f178c","CATTLE"
"21eb6a23-7c1a-4623-ad9c-168f19751ba3","CYCLOOCTANES"
"86ebcbb6-67a0-400a-89f1-8d959226d011","DNA"
"35d031a1-ba55-4670-86a7-d1b2d4b27f79","KETONES"
"dc50d363-5c0b-4c27-bea7-4f767c5daccd","NUCLEIC ACID CONFORMATION"
"1158ab14-f19d-4982-bc0e-50dc44a7fa98","SPECTROPHOTOMETRY"
"ba8434e0-571d-4a14-a3fd-f4f8b311ce3d","STATIC ELECTRICITY"
"830b9304-249a-4f9a-b2e8-5f6d5187648c","THERMODYNAMICS"
"6229b1eb-21de-418a-85f9-e05b2858a129","TRANSITION TEMPERATURE"
"5cb69549-7d80-4103-afee-7c74fa2d3b77","15 (HYDROXYIMINO)ANNONALIDE"
"7a32c53a-513e-43ed-99d5-783faeb396f2","16 (ACETOXY)ANNONALIDE"
"060568ab-0fb8-4c60-868d-eeadac451c05","16 (BROMINE)ANNONALIDE"
"2ab667dd-84c6-4293-b0d2-02616617c38d","16 (CHLORINE)ANNONALIDE"
"1cf461a7-0aa2-442e-8bf5-07ecfb2aa8ba","16 (DECANOYL)ANNONALIDE"
"e91e2cc2-2bdf-40db-a883-bbff4e9cb9f1","16 (HEXANOYL)ANNONALIDE"
"3e3af9e8-5f74-4415-b991-5e13cb09f9b0","16 (IODINE)ANNONALIDE"
"2cb14c2f-4b3a-435d-8def-fc832b56642c","16 (MESYL)ANNONALIDE"
"f99988c2-9431-4cdc-a8da-fa0231aab184","16 (PROPIONYL)ANNONALIDE"
"f61b6185-f16a-4b8a-b8e0-9ea20b9e4247","ANNONALIDE"
"d33126a9-cd3a-4ca3-a0a1-8c65da8354eb","DIMETHYL SULFOXIDE"
"42143b2b-f5b9-494d-83ab-f2016bb1f68c","FLUORESCENT DYE"
"fd1e45db-d5fe-4183-8a6b-45e61d55291c","CALF THYMUS DNA"
"e103cb14-df4a-4319-bdaf-5afc874216ac","CYCLOOCTANE DERIVATIVE"
"4a923d89-21b7-4d89-ad0d-f708a5a5309e","CYCLOOCTANONE"
"e95a5739-0bfa-4812-a267-8f04f6b9f915","KETONE"
"f0595087-99b6-4b8e-8547-d7ddc3562e74","CANCER CELL LINE"
"23f57931-6c70-4e33-924e-a1244093483a","COMPETITIVE BINDING ASSAY"
"91c83850-9d15-44e2-b1dc-ee1945ce907f","DERIVATIZATION"
"f8ff69eb-9030-4d5c-aa22-fbaa10871b31","DRUG DNA INTERACTION"
"93b5d462-6bdc-4aa6-95a2-b4bcf22db4e9","SF295 CELL LINE"
"398b8fd8-cf33-47dd-9458-417c4f7b5c71","STOICHIOMETRY"
"785245f5-6fd4-459c-952e-a12052ea6f1f","BOVINE"
"ca6b2927-39ce-4da3-8bf1-8c093ace6e2e","CONFORMATION"
"31135ea2-f752-4ef9-b453-b188ba43165f","SYNTHESIS"
"831ce2ed-e3d5-4d05-8407-ab6243492999","ANTIFUNGAL AGENTS"
"4f3b74d0-9cdf-46f5-acdb-039f70498c07","CHITINASES"
"68ebeb67-732d-41fd-88c8-3919eaeba0b6","ELECTROPHORESIS, POLYACRYLAMIDE GEL"
"0ed5deb7-2e1e-41cb-84bc-27cf80d6e756","FUSARIUM"
"f9da727d-ce81-4e19-ac15-2ca8c80b7ca4","LECTINS"
"ba0e1cba-19e1-4455-9963-6ca28209fdcb","MICROSCOPY, FLUORESCENCE"
"1b074ee0-631c-40f9-ad30-f1f681039e03","PLANT PROTEINS"
"62c2a7fc-9312-42bf-a998-392280fdb7be","SPORES, FUNGAL"
"cf2f2806-5ba3-43b2-a81e-5e4555c8a291","ANTIFUNGAL AGENT"
"5d110423-bc9c-4383-a200-d58a6ff2c006","CHITINASE"
"bc4ddc76-45e6-4668-8655-fa75e1339a59","LECTIN"
"422f2cfb-511e-46d9-9467-c51298501d67","PLANT PROTEIN"
"dafff6b8-b307-4f9b-b4f1-9aab67309218","FLUORESCENCE MICROSCOPY"
"aab74364-b800-44b2-9122-fba443d21af5","FUNGUS SPORE"
"96c88c54-4db2-4bb5-9162-31b7683c8847","POLYACRYLAMIDE GEL ELECTROPHORESIS"
"4635518d-5bdc-433a-b76a-2ca0ae45423b","RAIN FOREST"
"8a0d846f-a12a-4477-8d53-e8ca18d50b25","RINGS"
"461b293d-d2b1-493b-b4d2-bbcd44e17e37","ALLOMETRIC RELATIONSHIP"
"8e0bcf8c-ab55-42ab-a6ab-266f0a1991dd","COMMERCIAL TREE SPECIES"
"106b3e75-7025-4fd1-b9e0-310bdaa9b3e0","DIAMETER INCREMENT"
"11bf33d1-d386-4737-a677-99e723863beb","FELLING CYCLE"
"8ca94b53-a06b-4707-bd99-b2e0d8a127ac","FLOODPLAIN FOREST"
"aeef89a0-1311-46a7-8132-b872372bea9c","MINIMUM LOGGING DIAMETER"
"e9e1630d-44ed-4622-a4a2-cfb00762bd5f","TREE RINGS"
"e958e7e5-b264-4840-a419-571c054c54a2","TREE-RING ANALYSIS"
"a3cd9a7b-a589-4213-b071-fb0797dcd5f6","AMAPA"
"10597d6e-cafc-4689-b01f-adc8435ac69d","MARACA ISLAND [AMAPA]"
"f19fb9c3-0f91-4ba2-98e5-ff86c36257ed","ASTROCARYUM ACULEATUM"
"1b7b1459-54bf-42f9-8af3-e95a9fc429bf","ATTALEA"
"1a6057fe-f444-4cbb-9d3b-8e641f622492","ECCLINUSA GUIANENSIS"
"bb7c7094-a737-4ca6-9082-bbdc565e0a9c","LICANIA KUNTHIANA"
"7ec0d050-a9a6-4d4c-abb0-b123dba67b8d","PELTOGYNE GRACILIPES"
"3554d277-4127-48b1-b231-b9071a595196","PRADOSIA SURINAMENSIS"
"c1372062-641a-4d38-9fdb-f9e6f14bf896","SOIL NUTRIENT"
"e6cfe0c5-ad35-4db1-a57f-80afb1924c2c","SOIL-VEGETATION INTERACTION"
"32c23ec6-bb5e-49a2-84f8-1e18f55a9cc8","BLANCO RIVER [LOS LAGOS]"
"77b4a71d-9f79-4481-b645-24b36766a86e","CHILE"
"ff67932f-0ca2-4888-8321-d8beb9e86807","LORETO"
"46320eb4-2a36-44f9-b8c6-07c91e741d8b","LOS LAGOS"
"9c19d9c2-84b9-4246-9da9-e3a0651c31f9","PLATYCARPUM"
"8400e885-434e-4707-88c0-3b8af362708f","PLATYCARPUM ACREANUM"
"95924b2a-6318-43e8-ab88-d7dab31bf078","RUBIACEAE"
"78f3f455-ee91-438e-a60b-17553eb068e1","PEATLAND"
"270549da-5072-4ba2-ae08-042af24cb9ad","WATERSHED"
"eb25ce23-4b87-4c6e-ad6c-c175c53a6959","ALKALOID DERIVATIVE"
"b7faae78-915e-4fbf-97e4-47386519b8b3","ANTHRAQUINONE DERIVATIVE"
"7cbb0891-5189-48a2-9390-059865c00637","AZULENE DERIVATIVE"
"13fa59d2-025d-4595-8488-67eddcafa8af","CARBOXYLIC ACID"
"d3af62be-0fee-4292-8f86-2c603e7cb03e","CARDIAC GLYCOSIDE"
"8d18cfb7-87ab-426a-afdb-f411af99321f","CAROTENOID"
"3c0d45a7-7b42-4e4c-b6ed-b34f315e4678","CATECHIN"
"f13868c3-5ea4-4787-8977-abd51135e1dd","COUMARIN DERIVATIVE"
"45067b21-cb81-45da-8489-08f9b1aa0f94","LACTONE DERIVATIVE"
"da3fa8fa-bf27-4569-81ef-83a85191216a","LOPHANTHERA LACTESCENS EXTRACT"
"a700a6e9-944c-4958-8978-707b4fa7ff25","PARKIA PLATYCEPHALA EXTRACT"
"edfcfb0e-c84f-4ae8-bbba-cb8c283fc01c","POUTERIA RAMIFLORA EXTRACT"
"4dd8b95b-b5e1-4a4e-b193-83587b28c9f3","SAPONIN DERIVATIVE"
"66d993f3-be7c-4e3a-8fec-23b2afd9ea8d","SESQUITERPENE LACTONE DERIVATIVE"
"eb39aee7-a1b2-464b-8ee3-29b19d22e26d","STEROID"
"5ed34c86-9b2c-432e-b6f7-f92a0351509a","TANNIN DERIVATIVE"
"893dff0f-8e9e-4717-a1d3-1ef769efe2c3","TRITERPENE DERIVATIVE"
"654af7d0-eed9-4c6d-997a-f5da1d6c6339","ANTIBACTERIAL ACTIVITY"
"49aa74ab-2a75-4ac7-b10a-326970517a0d","BACTERIAL GROWTH"
"6ec6bf2e-378e-4b90-8302-08b3dbcfdb3a","BACTERIAL VIRULENCE"
"e592d017-f843-4719-a7d5-56f7665c1054","BRAZILIAN TRADITIONAL MEDICINE"
"550afe94-8ef4-4712-965b-499379edaa9c","BROTH DILUTION"
"7f4484e7-53cc-4700-a2e8-b862eb0d70f7","ESCHERICHIA COLI"
"e6afe55d-5d52-4a62-8a41-1ef2438fc0ef","FOOD POISONING"
"d9a59779-c7c5-4570-be65-5178bb26d85a","PHLOEM"
"c2a61ce8-b4b6-47b6-804b-217798e4b6c6","PLANT COMMUNITY"
"9f93a677-c14c-4bed-a6e4-a96db3808499","QUALITATIVE ANALYSIS"
"cf8e80de-14cf-4c59-a143-3ac3d7ee7661","SALMONELLA ENTERICA SEROVAR TYPHIMURIUM"
"39076a15-b1c8-4735-9db5-d6ab25ab4d68","STAPHYLOCOCCUS AUREUS"
"ae620dc5-f957-46b1-8720-b45e4e670a6e","WATER BORNE DISEASE"
"e55e9027-8a99-4b4f-a3fb-0374167d2064","APORPHINES"
"90db879a-63dd-4e53-b736-d9b0b2ac3ad9","GLYCATION END PRODUCTS, ADVANCED"
"eed0ce25-8676-48f9-a1e8-129259949bfb","GLYCOSYLATION"
"b1706b6c-c5e4-46e8-b974-ae4be0d59bf4","LACTONES"
"532149ce-f6d9-41a9-95fc-fc376b44c786","MOLECULAR STRUCTURE"
"de9299e6-2bad-4f54-b275-0ee9be4822a0","PLANT STEMS"
"62d588d1-a677-466f-ae5e-f824f49af53e","QUANTUM THEORY"
"d2c4c49f-2184-41d5-9efc-b8117ca5b6c0","SESQUITERPENES, GUAIANE"
"591db2ad-5e02-4c69-b46c-53d1e7c9e661","ADVANCED GLYCATION END PRODUCT"
"6eed319e-bcc4-4266-bbaf-02045fd9dfd3","APORPHINE DERIVATIVE"
"b2586551-7c55-417b-94c7-1fcc53e0d9d2","LACTONE"
"d17059ea-3602-411a-8ada-35c5ac6d1763","ANTAGONISTS AND INHIBITORS"
"cc86c886-c4a3-4b7a-bb8f-69e7618916df","CHEMICAL STRUCTURE"
"93107da8-85a3-4fbe-acba-899b03317a8a","DRUG EFFECTS"
"04b9b8c9-f94c-4461-b64a-2dc802fddfcc","PLANT STEM"
"cc75b0b5-6ded-4d8b-92d0-ddf45e53c30e","MORA"
"6b39b083-c9fe-455b-a405-1d24c978fdd2","RIVERS"
"50a967a6-c47c-461b-a846-da627e616cca","BANKS (BODIES OF WATER)"
"f21a5e32-33f6-4b79-b1b2-0602f2830f77","FLOODS"
"7a973bcc-c4fd-4506-9825-86e0489da5a7","CANOPY OPENNESS"
"02b2044a-bcaa-478b-8f80-6d533ec89473","DIAMETER-AT-BREAST HEIGHTS"
"39c91a3c-03a4-4078-9f5f-c0fe0fea14a3","FOREST DYNAMICS"
"4b42414f-3f7e-4366-83a9-60e349659c80","LOWLAND FOREST"
"a19ea92a-9944-4739-93e6-3ceb6c506c43","NATURAL REGENERATION"
"16ffdc65-8ff6-470a-b612-7b0068f1fd1f","REGENERATION DYNAMICS"
"e97a382c-1946-472a-a75c-0299ea85fcef","ABUNDANCE"
"2c0dde85-24e2-4ffa-83f9-4a9e15fd6c4c","ESTUARINE ENVIRONMENT"
"039f2c65-2b7f-474d-9d63-95acc5b2a2ff","LOWLAND ENVIRONMENT"
"62ab4fa4-6f76-4b7e-aad7-0e32ea3d4456","REGENERATION"
"0f02879c-9f60-4e98-8835-6cd1d9c6f540","AMPICILLIN"
"a73854ee-c442-4148-91d8-080a10f3babc","CHLORAMPHENICOL"
"2ee1a149-5cd0-42ae-8201-e3b2f06a3b7e","CIPROFLOXACIN"
"96919ca1-a108-4d58-9bf1-525ddc117f3e","PIPER MONTEALEGREANUM EXTRACT"
"a048ada2-1a59-4130-9fcf-9fd9515886c5","SULFAMETHOXAZOLE"
"f92c5a14-36ed-4822-a866-a00eef162898","TETRACYCLINE"
"41ee91be-b8ab-44bd-94b0-3ce00a8088e0","ANTIBIOTIC SENSITIVITY"
"9ff89a22-33a9-429d-8cea-12ded2c4dabc","BACTERIUM ISOLATION"
"9f679075-8e9e-4f56-9330-9ec0b3fe7594","DISK DIFFUSION"
"59521075-e23a-49c8-bdad-5bd97b44acf3","DRUG INTERACTION"
"13e3ac9e-200e-431c-8aab-36e02b62f7e5","GROWTH INHIBITION"
"f4b7c7c5-0b6c-431a-9a22-96ac7d9ee5fb","PIPER MONTEALEGREANUM"
"427094c6-6029-4772-b7a5-bbe2b82c1e67","DATA COLLECTION"
"dca6a249-0344-4e68-a75c-305eca3337eb","ETHNOBOTANY"
"b6d0d44e-f6ee-487a-92db-7d052af4d5f8","HEALTH KNOWLEDGE, ATTITUDES, PRACTICE"
"e73de94c-c868-41c1-8518-67bfd939efa7","MEDICINE, TRADITIONAL"
"0de30d13-ba09-4e46-a6bd-209fd65de4fe","BIDENS PILOSA EXTRACT"
"837a4303-640f-4284-b022-3d0b291376e2","BROSIMUM GAUDICHAUDII EXTRACT"
"de254191-fa27-474b-8cfc-2e0c81f48445","COPAIFERA LANGSDORFFI EXTRACT"
"dae775d1-3902-4a18-98bc-41ba399e0e88","DIPTERYX ALATA EXTRACT"
"82556767-8f68-4837-bb2b-3b6be7be7490","DUGUETIA FURFURACEA EXTRACT"
"c044c626-08d0-4512-a74e-3f4972299b55","LAFOENSIA PACARI EXTRACT"
"f2121e8c-4971-4871-9551-7b7dd9b63e80","PTERODON EMARGINATUS EXTRACT"
"f0d42cb2-b89d-4a5c-8ddd-33d28c583b01","VERNONIA FERRUGINEA EXTRACT"
"15578787-c1c4-4a86-a1ff-68c35671ac76","ACANTHOSPERMUM AUSTRALE"
"6a272337-9d06-494b-b1a1-bd579b26d9f3","ACHYROCLINE SATUREIOIDES"
"bfb1a62b-c2e6-468a-be6e-7219980febe3","ACMELLA CILIATA"
"f075d3df-f6b8-4da0-a674-4c998397b327","ACROCOMIA ACULEATA"
