"keyword_id","keyword"
"62af32bb-10e9-4fe1-9585-589c5da3a364","POLLEN MORPHOLOGY"
"0e864c5a-0460-493c-9699-918aa6ca45cd","FRENCH GUIANA"
"b3bc430a-3602-42c0-8232-ae950bac6a8e","FUNGI"
"e603aa51-cef3-48f0-8c5e-06ea2329f5c7","ROUNDWOOD"
"c084a35a-aa23-466d-a0be-9ef5a04e154c","SMALL-DIAMETER WOOD"
"fac4694c-2571-402b-9aa7-e03c67e2fbe7","TERMITES"
"c7ec9b45-de4b-40a1-89a1-20dc1008735b","BRAZIL"
"1069e67c-b20f-4aba-84c2-40a7f006d911","MISTLETOES"
"0b3f7c61-b359-4ba8-9eba-52ac46315bf8","PARASITIC PLANTS"
"260499c5-cd24-4ad8-84e2-36c9bfcfe1a5","PSITTACANTHINAE"
"adddff71-0477-4cfc-a69b-19317d06b7f0","SANTALALES"
"837870cf-b6d0-4c8d-8ad5-ea0156db8824","HEAT"
"0e79cb26-a160-4a11-a956-d68aa906390d","ISOPRENE"
"3c5e4a1a-03bb-47d3-bd7b-09cce39f7b5f","MONOTERPENES"
"18456f83-1e15-47a8-88bc-674a200c638c","PLANT SECONDARY METABOLISM"
"c5e16771-fe8c-442d-990a-7b3a75874e3f","SESQUITERPENES"
"d648f3b0-dcb5-4c15-a7b2-c909bf96704b","TROPICAL TREE SPECIES"
"9b2ad85b-0e16-4dc6-8631-647751d9631f","ALDINA HETEROPHYLLA"
"dbf23836-9a61-4b0e-8860-c3ef2704be1d","ELAPHOMYCES"
"1d20e072-50b5-47c8-8488-2efe78419675","EUROTIOMYCETES"
"f1d15b3c-7241-40b0-9be5-1a2bed4a2c0f","NEW OCCURRENCE"
"a099f4d8-bfd1-411a-99b4-29ac08d77f14","THERMAL RECTIFICATION"
"b36e2742-c15a-4045-a71c-a81e90a26006","WOOD ANATOMY"
"0f24eed9-a7d1-4f00-ae35-d813abc4e2c9","BRAZILIAN FLORA"
"cba57fe5-c68a-4431-9d98-92b2c47c440b","CERRADO"
"493fddb2-4b0b-4cf5-a05e-c1a8dadacaff","CYPEROIDEAE"
"c245e85d-afe8-4f97-a196-982bbb793e33","PARECIS PLATEAU"
"7db6f367-e860-4db8-823e-cf6919880bea","ANNONACEAE"
"9f77e814-56d1-424d-a87c-8d75a73927d0","BOCAGEOPSIS"
"bb1236a8-14d5-4f37-8ade-d75998b8f390","CANCER"
"3556fc53-5332-40a1-9dfe-fc774681c317","ESSENTIAL OILS"
"59618c4f-17e7-4891-888d-1bd94f6b83ae","LIPASE"
"55beb318-fb4e-4b69-88e2-780bb9a9e191","ONYCHOPETALUM"
"6c233e33-edb4-4fa2-9674-70dd4c397425","BIOGEOGRAPHY"
"c8fc0bf2-4324-49bc-b27e-65d52eb184a0","CAMPINARANA"
"cadb8abb-9137-4c2f-98bb-76fa9a744a40","HELIEAE"
"702c0d8d-9c98-4626-bd18-71d8e201a022","OLIGOTROPHIC HABITAT"
"ba1d1ef8-57ad-43ab-8e59-9133ecc0a9ca","WHITE-SAND ECOSYSTEM"
"2eb19361-112b-43c5-b029-667649c566d9","EPIPHYTE"
"d332cc08-0288-4763-a3f8-eb70ae5cb5f5","MONOCOTYLEDONS"
"e0192dba-6af4-46da-b498-87605553f5ef","RIO PRETO DA EVA"
"dd9b41d1-e9e1-46b4-a1ee-e5b96abd8ff5","TROPICAL RAIN FOREST"
"ffe42f68-0f38-4f71-8ee9-cbdaeae66b27","ENDEMIC TAXA"
"1fdcc718-bcdd-4264-b5be-9ccd076fe7c2","NEOTROPICAL"
"23230867-f534-4ddd-bda8-7162d3a8f7e4","NEW RECORDS"
"dd6f2b77-db44-4cff-b8c4-c00a21e684d4","ANCIENT HYBRIDIZATION"
"3f07e73c-49eb-4626-9745-3131ab68ed28","CANNABACEAE"
"21ca1361-ba2d-4336-94d2-dfc485c1ceca","CELTIS"
"ca400291-99f3-46b5-83da-6fe2050c17f6","CYTO-NUCLEAR DISCORDANCE"
"6f679729-4501-4a76-9fe3-dd1aac099ad9","INCOMPLETE LINEAGE SORTING"
"e0e21b12-94c1-4138-92cb-479457f994d9","PHYLOGENOMICS"
"3aef12ee-86c9-4a45-bf05-5976296116ef","SPARREA"
"e404d5bd-92b8-4e1d-868d-42c3096d7502","ASTROCARYUM GIGANTEUM"
"a5d7dea0-cbf2-4395-bbd5-d43c46dcce0a","VEGETAL OIL"
"3a9dda1e-0302-4efe-984c-1ff76439cf92","AMAZONIAN TREES"
"8c7f15d7-c4c9-4b2f-9d92-b77747657462","ORIENTED STRAND BOARD"
"0b9ffbd9-5c6b-4f1c-830d-4bf2842d1e2d","PARTICLEBOARDS"
"4c00f053-922d-47f3-8627-b5d35f140bd6","STRANDS"
"4e376806-c8c7-448d-97a4-58fb987f9c96","AGROFORESTRY"
"04044d22-af65-4b51-ac08-b6865891035f","CROP DIVERSIFICATION"
"a937686c-ce76-4d1e-a6ef-c6fdbd2c6b23","PLANT PERFORMANCE"
"89e048d2-af27-40fb-87e8-d4c67c496e1f","SUSTAINABLE LAND USE"
"9a76101f-4d80-4427-8c1d-89adbffaae27","VANILLA CROP WILD RELATIVES"
"53b62dc4-faf5-416c-866d-aac5e118f38d","VANILLA PLANIFOLIA"
"7199df83-ce79-410d-a15b-fd8089f8b9de","ACHLOROPHYLLOUS"
"c61ebe90-57a2-4b4f-af5e-9f28b774a49e","MYCOHETEROTROPHIC"
"7dd825ab-a6d3-46bc-8f46-291cf55c0e05","ANTIOXIDANT"
"616f7e75-064a-4b5f-a350-9c90c353028e","DITERPENE"
"559a53fc-8ab3-45c6-9c9f-667683986885","NOCICEPTION"
"1431430a-dcc6-4892-9cd7-73beaebf94eb","BRAZILIAN OCBIL"
"c3c64149-b7f1-4c07-93dd-0ad86062bc48","MINING"
"ac26dbf5-00f9-48c3-83e7-21a97a754162","POACEAE"
"85d70a8b-aa6d-4fb0-ad75-b6b72b651975","SPOROBOLUS MULTIRAMOSUS"
"765b1d29-1a0f-4c9c-9ce5-c7817daf8cee","WATER DEFICIT"
"b0c0070f-cff9-4281-adaa-ea6c327cad6f","AMAZONIAN"
"91aa9ac3-1ae1-4f23-a6da-7a9f7218cd31","MARACÁ ISLAND"
"5e26ea74-29da-46e3-9e78-408630b2be49","MONODOMINANT"
"3e909c6a-41e7-4a08-994e-1492b1388f08","MYCORRHIZA"
"a483cfa6-3bba-4d57-9456-2dd9a7995fd5","ARTHROSTYLIDIUM"
"5537d0a5-6fa6-4a68-b178-9559f3f8fb50","BOTANY"
"4a111b6f-36a5-4a23-a0a2-52811d3ec3ca","GRAMINEAE"
"cabd9d38-fc36-428e-98f8-94f2ef257cf4","LECTOTYPE"
"7d572684-de6f-461d-90be-aa9abf5f0736","MEROSTACHYS"
"0805d11b-7354-49be-bc75-70c14d9b8e44","GUTTIFERAE"
"315b1517-a7fb-459d-a57e-9cdba1a0516d","LEAF MICROMORPHOLOGY"
"bac56cde-5558-4e2a-8bae-6686a7e79e60","LEAF VENATION"
"1b748e20-1556-4bc1-bd14-e01ec382cb30","VEGETATIVE ORGANS"
"b2c3cf6e-faaa-4db0-a659-fbbd83240b8c","CONSERVATION UNIT"
"43347b1d-9ac9-4ab7-9ba2-b4fe37290887","DORMANCY"
"b71bde22-7512-494b-96d5-b6239813f33b","IPOMOEA CAVALCANTEI"
"dbb37979-7c7d-48ae-90a8-5dea51af80db","SCARIFICATION"
"9b04f76e-7c3d-4630-b818-2502807015e6","ANATOMY"
"fcf96092-e34e-4f71-a77c-4dd01413f0ce","FLORAL FRAGRANCE"
"75995e6c-d519-48b2-8e16-b820caf62add","HISTOCHEMISTRY"
"acb15562-ec3b-4d87-995d-cf2dfac78905","NECTARIES"
"aa8d1567-3326-41a7-9279-6b5d1e3127cc","HYPTIS"
"8f602f27-9add-4d19-be8c-727a2508d2c8","LABIATAE"
"e4bce98c-bb79-4417-9e16-ee594c7ede2d","PAU-PRETINHO"
"95652b75-d313-493f-96c4-766ffba81ee1","SEED DEVELOPMENT"
"03362fc3-ee80-46af-a001-b4752ea7860d","SEED MATURATION"
"90e0c3d2-77f2-43be-9399-9313f353c715","HEVEA BRASILIENSIS"
"059476cb-67de-416a-a348-4b983a793ea5","HEVEA CAMARGOANA"
"220aa9ce-16b6-4196-86ac-13ccd4d28358","UNDERUTILIZED"
"e8a24cbe-aac4-47af-a835-14b59ed91a97","GEOGRAPHICAL DISTRIBUTION"
"600032a2-6203-4ad4-a2d7-c2cdfc326e1b","HEMI-EPIPHYTE"
"ae4a1e2b-fa9c-4f63-9137-94997713db82","MORPHOLOGY"
"2ec8b98d-6d28-4d40-85aa-9d91b567c08a","TELES PIRES RIVER"
"d7b3f9b6-ce3c-4a84-b75d-3f1a6101fc74","POLLEN"
"0ad441f3-8634-4714-9f88-fe11b32c9a2f","SOUTH AMERICA"
"0e98e818-aadf-43d4-b58a-5a5efe2cb8c1","AULOMYRCIA"
"0419d59e-0002-4406-8f2b-a8fc96354a1e","OLIGOTROPHIC HABITATS"
"2dc760e1-c8bd-434e-bf9b-0547cdf981dc","ANTI-INFLAMMATORY AGENTS"
"053dfffb-3191-41fc-8ae2-bab7c6fb7f78","DPPH"
"16ad4d8f-6985-4670-9d02-085c816f1003","HUMIRIACEAE"
"58866089-3af2-41b0-be4d-03ffe71ff2da","LIQUID CHROMATOGRAPHY"
"e71c3f59-cb11-4243-925a-55b9e421ec5f","SUPERCRITICAL CO<SUB>2</SUB>"
"868856fe-f64a-4427-89f8-e8aa2d8c4bab","UXI"
"046fd15f-8dda-4aa4-bca8-9d5124824578","ABIURANA"
"dbc09577-4cfd-4e78-8c11-cccdfc74650b","ATLANTIC FOREST"
"5a7aa6d7-0f17-4756-8272-672d5b9a3efb","TABULEIRO FOREST"
"f2bfeb30-d9d7-4e8d-aeac-706a53533a3b","NEST AGGREGATION"
"99af62bd-2516-478a-bfbc-8733a78ef623","OLIGOLECTIC"
"458a69a3-c4a1-4825-9bbd-f2b2721ce625","POLLEN GRAINS"
"974e1960-a249-4c6e-bd20-3e652ec16878","POLYLECTIC"
"7ee73a23-b709-40f7-906a-8c0db749ddd4","SOLITARY BEE"
"cde598a3-deef-4952-8722-9fcbdc070882","MOLECULAR CYTOGENETICS"
"d98116df-926c-49b8-8ca1-bbb2831b9900","PASSIFLORA COCCINEA"
"a5b31c49-458e-4d1a-93c0-ca5abc986093","PASSIFLORA THOLOZANII"
"eb9a6195-4aef-4a47-9ac7-b6c5d541c354","PASSIFLORA VITIFOLIA"
"cf7cb72c-2423-4f34-930c-bebb00eab0fa","PASSION FLOWER"
"4bb36f1f-d283-4363-9fd8-a735662c5001","AUGOCHLOROPSIS"
"afa2d4d7-fd08-41e7-aacd-3486d2210054","BUZZ POLLINATION"
"f6910bea-1ddf-4576-939d-70ff982181c4","EUGLOSSA"
"706d0dff-1453-4e0f-aa72-c1901f455cf7","MELITTOPHILY"
"e67475f5-889c-4952-ad5a-9b84d5d32d18","ANTHRACNOSE"
"6f937b3a-623c-45c6-984d-e3db5e6bedea","LEAF SPOT"
"398656be-6ee0-4296-ab31-f56f38233474","EPIPHYTIC"
"39468f1e-1d7e-4fac-9a0f-17b082db8c0d","AMAZON OIL"
"d942e662-bde4-4931-b1b0-a20c6f52ebc9","CARYOPHYLLENE, OCOTEA GENUS"
"8ef4d4b5-b576-4fb5-b35f-6694ff4183be","GC-MS"
"73c67e8e-5a84-4e5a-b6ac-2be90fcc6e41","TYROSINASE INHIBITION"
"bef9a2aa-3754-44aa-9458-5cba4cf13127","EGGS"
"8dcd6cd9-4d6b-4118-8631-d7c1037a573d","FOOD PLANT"
"321726aa-d3be-4588-9a26-b2d248c5e693","LARVA"
"10f4b173-b671-4b23-8c8d-d70f763aeea5","LIFE CYCLE"
"ab19fba9-a0a2-4ebe-9830-e868536baca9","OVIPOSITION"
"eaa21604-9514-4c8e-bb1d-1bdd77d4e581","PARASITOID"
"ec496ead-a59e-4682-bf4e-330de26e5770","FLORISTICS"
"aa920a7f-0370-4a5e-9747-09333631f9d3","LAMIALES"
"565d7662-f446-4a39-b9b9-e37daa6d300f","SEMIDECIDUOUS FOREST"
"5c572fda-67c4-4e5e-b2a2-f16a8cc18bc7","EUGENIA"
"52ff5dbf-88bb-47b9-9739-bbfdaa677379","MYRCIA"
"4d28fb59-ee59-4e29-9f14-9822faf95d65","PLINIA"
"1d373678-1f3c-4b63-b08e-93c7f4e23e3d","BERTOLONIEAE"
"bfa8e2d4-faa0-45d7-b540-682df7c4c9bf","BIODIVERSITY"
"8a3f0def-6b72-49e7-af52-f6b29391ef6a","MONTE DOURADO"
"fd3899bd-d604-4c36-870a-b7fadbf2cf5e","HONEY"
"15eee29f-fa83-4197-8735-ab430e21c04f","IRON MINING"
"eb257aa7-5230-44c5-b5d1-987394cede65","STINGLESS BEES"
"7f81bc03-78ed-4714-905c-4a26a15543c1","CAMPINARANAS"
"38356367-5519-4f46-ba97-0707d926a2db","FLORISTIC"
"87af00de-2f5d-48ae-b2be-0123448f5f69","ACRE"
"aeef399c-c2c7-43a1-8c27-c9cb6ff658de","NORTHERN SOUTH AMERICA"
"ab08c082-ed1a-4e3c-befa-14c73a3a2829","RORAIMA"
"c29570fd-f9a8-4316-9068-f8a75bdedfbd","CHRYSOPHYLLOIDEAE"
"d121619e-3e28-4833-81d7-f6c4c09a421a","ERICALES"
"17b06f5a-5aef-476b-a1c9-a1c89bed7b7e","TERRA FIRME FOREST"
"05cff4a5-13a4-43a0-ae85-4de6e8336737","CAMPINA"
"8772ebf2-121c-4d93-b1e2-0374e2e5a9df","DDRAD"
"967f717d-c94e-4339-a41f-74a2057bec4a","NEAR-INFRARED SPECTROSCOPY"
"4de568f8-1061-4791-93fa-e72b6ed33e73","PLANT SYSTEMATICS"
"a1c7dbde-8455-4784-a65d-4d6a6f76bbcb","PROTIUM HEPTAPHYLLUM"
"5a51994b-bcc0-4ba4-8bd5-10db9e06cb6a","WHITE-SAND FOREST"
"0588c263-e6a3-4def-8e51-9f0f0f2bb212","DENGUE"
"be28e579-9774-4582-bee4-3965840842cc","LARVICIDAL"
"b6ae02a1-0517-4b80-8903-69449107f59c","NATURAL INSECTICIDE"
"33f3aeb9-3c82-430b-8234-12c626a5cab2","NEGLECTED DISEASES"
"25ce1708-1580-433e-8e2d-82aac81b34b4","PIPERACEAE"
"5219282d-792e-44bc-a7d3-a120b51b66f7","TERPENOIDS"
"0a2ca91d-9f7b-4886-a4a4-4ac7a00c7ae2","PARTIAL CORRELATION"
"77914e84-2465-4b08-af95-f85155119600","SAP FLOW RATE"
"bae6bbca-94dd-4d0a-90c6-ed1818398dd1","SAP VELOCITY"
"c67c8334-a5d3-498e-8093-9524697821af","TRANSPIRATION"
"5106176f-68af-4462-a08a-c8767a98c1dc","STRUCTURAL CLASSES"
"6366ad28-1a70-4af8-a063-41214cec0daa","TYPICAL SPECIES"
"f162032a-9742-401e-8b95-868906f9a0d2","DENDROBANGIA"
"c6eecb40-868c-4ceb-855b-325d9d041764","EMMOTUM"
"84796a48-dedd-4aeb-9298-6057de0d05de","PORAQUEIBA"
"8d81d8da-2c7c-4b80-ad56-382e626bb2c1","MARANTA CLADE"
"da982848-8cda-4941-b262-49ee6340124f","MONOCOTS"
"5227b19f-82d3-4702-aa97-7c75cba1d797","ZINGIBERALES"
"f95ffcad-039f-4dd9-9e06-a6c34df73960","ALKALOID"
"2f650f84-6b41-4f5a-a74a-b9e2896ccc8f","CELL CYCLE ARREST"
"2df752bf-051b-4c0f-8c7c-999c4a12716d","NATURAL PRODUCT"
"006219a4-d4de-432c-abc6-f17effab9abb","CHLOROPLAST GENOME (PLASTOME) REARRANGEMENTS"
"845d4f5f-987e-475f-b40f-edfcc4493d58","INVERTED REPEAT (IR) LOSS"
"a2252929-01be-4a22-93c6-0bee0851fa94","PASSIFLORA"
"870cc2ed-ef5b-41e9-bea7-b7878dfc24da","PASSIFLORA CLASSIFICATION"
"6d405484-1bf0-4bd3-b2fb-6e55b34775a9","GUIANA SHIELD"
"491ef7b7-433e-4bb0-a3e1-74e3a854f8db","RORAIMA STATE"
"e52d6119-dd0b-40ac-a121-1a3765a8fa88","EMBRYO"
"99f13db1-c9b6-4895-8918-a929d4331965","HILAR SEED"
"821f5bb5-7de0-41cc-9dc3-ec5e863ccc49","IRONSTONE OUTCROPS"
"deba5a0e-262f-4e17-92f9-d759b90c0ff8","CHEMICAL SIGNALLING"
"0d74f6b0-619c-470c-a7ce-ab31e40fa89f","EFFECT OF DIET"
"8c1810da-63f0-42e3-a3bf-b5dfb943f75f","HOST PLANT"
"7aac5e2a-ab72-47c3-bf51-5c2606b66cc6","LEPIDOPTERA"
"8c555377-5666-4d73-b4d5-dd0333788e55","MATE CHOICE"
"97159acf-4abc-46e5-b33c-d46d81f3ab3e","POLLEN FEEDING"
"0a928d10-3dc3-4640-bc21-19122eb2cb96","SEXUAL SELECTION"
"48766e1e-8d8a-4e32-bea0-7300e6df9ea6","RIPLEY’S K"
"8e35d766-a3e3-4be1-a1a7-8a12c689f92f","SPATIALIZATION OF FOREST SPECIES"
"9d18ecf3-901d-433e-985d-08ae85c03d27","ORIENTAL AMAZONIA"
"b4cef8e2-5b27-4f57-bf60-918e2b034c7a","PARÁ"
"42e9c45a-7bbb-40c3-b937-25a7807719c1","ANTITUMOR AGENTS"
"fcee1eb8-4ad7-40fa-a391-8b276d508752","ATTRACTANTS"
"299c6932-24bc-44ae-bae2-3697027dfe38","BEETLE POLLINATION"
"ac66a0b5-07ef-4cb6-a0d0-08405b1276c2","FLORAL SCENTS"
"e9fa2e19-6f12-4214-acdd-7888300935cb","HIGH RESOLUTION MASS SPECTROMETRY"
"1470a077-ccfe-48a1-b7e3-5641b4850978","NMR SPECTROSCOPY"
"72256c94-781b-451b-a11c-93ed25c1bad3","PREPARATIVE GAS CHROMATOGRAPHY"
"6e51967a-0449-46c5-9fc8-829e19bf6ed1","BUCHNERA"
"95ee9147-319c-4370-9708-1d529adc0a0f","CEARÁ"
"0860818e-0767-49ed-ae3f-0efe2e80558f","HEMIPARASITIC"
"078f20f5-18e4-4799-b0d5-3952cfcec51b","MARANHÃO"
"3bf7f03b-ca8a-4549-9dde-bf53968fdca0","OROBANCHACEAE"
"e53dad03-ab16-4acc-9ae2-2daf39156387","PIAUÍ"
"1bfcbfaf-9c89-4944-89bc-b9f8925112f5","RESTINGA"
"6dc53a74-df36-4502-9fdd-5237c17a674a","ANIBA ROSIODORA"
"3ec999f0-b690-4ec7-a4b5-58c40159b559","CHEMOSYSTEMATICS"
"9235427d-8e12-45bf-9e97-508c46d4ce81","ESSENTIAL OIL"
"5318ff82-9417-47aa-9a31-ab5d07427a45","GENOTYPE"
"c443b896-4a66-4d33-b44f-c1f41e2ea02b","METABOLIC PROFILE"
"2bff61b1-8091-4f10-b313-61f0473c49a9","ROSEWOOD"
"714b27f3-6e44-4377-8066-ed52fc0d2d30","MYRCIA MAGNOLIIFOLIA"
"202a6813-6e3e-44f7-b6d9-58b01ae75fc3","NIRS"
"0281711e-abfd-432e-b139-34f72c509c52","ABSOLUTE CONFIGURATION"
"95c423db-dfc8-4a66-9f9e-27fcc3666988","C–C COUPLING"
"576132f1-5b4d-4258-a6ee-308522d893a3","INDOLE ALKALOIDS"
"baf62f15-9cd2-40d9-a2f6-98388d1d5381","TOTAL SYNTHESIS"
"2f63550c-48e1-4a7f-aeb4-2f3596dcf03f","ERGONOMICS"
"bd135947-147c-4859-a3ec-3f40ef38ccac","MOTOR-MANUAL FELLING"
"3c2bc855-607c-4272-9852-31d67d9600e8","PRODUCTIVITY"
"25db4d3d-15a2-4cdc-9377-af15bd4de75d","WBGT"
"16b0273f-4370-440d-b578-ba3ed8e86aea","BRASILIANTHUS CARAJENSIS"
"a19c58d2-0a9d-473a-9d57-9d8059c0a346","CONSERVATION GENOMICS"
"03f1be9d-28b5-4f4f-9848-8010d5987f96","ENVIRONMENTAL ASSOCIATION TESTS (EAT)"
"811bf97a-aa76-4ab8-9d44-5d271a6db9f7","EVOLUTIONARY SIGNIFICANT UNIT"
"d88ea0e7-bf97-4293-9d09-8df032666076","GENOTYPE-ENVIRONMENT ASSOCIATION (GEA)"
"526e948d-183c-4907-9c4f-6df9a0b3793a","SINGLE NUCLEOTIDE POLYMORPHISM (SNP)"
"a9226b2e-ecdc-4e56-90b9-86e13cb4e62c","DESICCATION TOLERANCE"
"b54fad82-ad4e-4df2-9554-047cdcd5eb7b","EX SITU CONSERVATION"
"cb1de733-5504-4b8a-9920-714afe7c1597","RECALCITRANT"
"f20771ea-e96c-4188-8fd1-ebc209997d2f","LYCIANTHES SUBG. POLYMERIS"
"2f1509d3-0f8e-460e-8521-6bdfd37ae3f8","SECTION EUPOLYMERIS"
"65f955cc-dc87-46c3-a8f9-24148975dac0","SUBFAMILY SOLANOIDEAE"
"cad00c1d-95fc-41bd-8531-a8a456ea8f3b","ANIBA"
"0dca2436-7aca-4be3-8396-672cabb2508c","KAVALACTONES"
"0897a512-aab7-4ab2-877b-3e79b6153f2b","MALARIA"
"d5d6c603-0a68-4e70-b618-0afdb8ca4ce7","STYRYLPYRONES"
"09846e30-9357-4945-98dc-e1ae7f9811ad","CAATINGA AMAZÔNICA"
"05d7de34-c085-4312-8219-6d9d48f9e931","CAESALPINIOIDEAE"
"d74b9f4c-2a1d-45da-b965-cd23be3cf3eb","LEGUME"
"93dcbd28-e8ad-4c35-bc06-209fd60f4e23","LEAF DECOMPOSITION"
"1fdd4dca-5b48-4f7e-aadb-a5e3e094330a","ORGANIC MATTER"
"1eb37243-3045-430f-8837-41e5bb7c7a6d","RIPARIAN FOREST"
"4f32901e-7685-4055-9460-d4071586337d","SECONDARY COMPOUNDS"
"b1532e82-41de-44d8-9d26-31997d8b0d34","STRUCTURAL COMPOUNDS"
"6afc2ed0-e346-4d4e-a509-cd0155c54b55","AMAZONIAN FRUITS"
"246321b6-cd72-414d-a2be-da05b432b3e9","UPLC-MS<SUP>E</SUP>"
"1004c6c0-b4c9-4e03-a07a-2ebd11d8a0a2","CROTONEAE"
"34a8a5c1-4f36-463f-8f02-95191d6cf481","SANDWITHIA HETEROCALYX"
"7319b3be-8286-4cd4-b502-89550ac9f7be","CARAJÁS"
"eb6db7f3-18b1-4c33-ba69-c6efc64e78e0","SEED PROPERTIES"
"a9b6c4ce-7eeb-4ba9-802a-5161f9d07f08","ANNONA LONGIPEDICELLATA SP. NOV."
"7724c1a4-a324-4e16-8fbb-c8f8f30bfb5e","GALLOYLQUINIC ACID DERIVATIVES"
"675983bc-95af-4c59-8eaa-805c024ba85f","HCA"
"6c884784-ea67-4f0f-9418-2dab10d12332","PCA"
"6bba202d-529f-4854-9c80-a7ff7fc1f73d","TOTAL PHENOLIC CONTENT"
"7e3d757e-ff9c-4e6c-9522-13d3c3d57e5b","CUTTING CYCLE"
"d8949f19-0306-4f8d-9a6a-59d83fc1846d","INDIVIDUAL-TREE GROWTH"
"359f8417-68ec-4959-830f-b7e5f3f2da5c","MINIMUM CUTTING DIAMETER"
"0ca235af-88cc-4b22-86fe-a8e514665c41","NON-AGE-EXPLICIT GROWTH MODEL"
"8bb7573c-bc66-4496-8a81-25771e857b94","ACALYPHOIDEAE"
"848bf90c-1587-4016-8b8a-2e238f9edfc9","AMAZONIAN FLORA"
"14dbd3ef-d944-4caf-80c5-d2d46e5b8868","CONSERVATION STATUS"
"339e5e0c-ce89-42cc-9437-92a7095a78cf","DALECHAMPIINAE"
"b9c03b25-0639-4ad9-982f-18116c2f7026","SPECIES KEY"
"17f3635c-0434-4ed5-be08-8883e6481fc0","TREES"
"d94e7585-e127-4d64-9efe-f0fdcf4bafcd","ENDEMISM"
"56a57919-fda5-4687-a304-7500fa419747","EPIDENDROIDEAE"
"1f40835a-16e8-4b91-975f-c5174639c66d","SELECTIVE LOGGING"
"c2df6c50-d7e5-4acd-ada7-a5adb4378ecc","STEM-LESS PALM"
"93cdb83a-2bed-4f89-a480-afea7f14006b","UNDERSTORY"
"b396979b-b3f9-4436-938f-f0efad1593d4","FOREST EXPLORATION"
"54376cbe-7811-46fc-9bee-05c8d54ba471","PROBABILISTIC DENSITY FUNCTION"
"d28b8b96-96cd-44c3-aa70-9799fed8ebb0","TREE DIAMETER"
"0327548e-8110-4e28-a7fc-0e50658a022d","ASPIDOSPERMATEAE"
"920a8a19-2b00-46e8-99f8-400c4a5902f9","PALYNOLOGY"
"0a1e0487-575f-4590-9096-86c763909c58","REPRODUCTIVE TOXICITY"
"6d3e9034-4792-4dca-9a07-3dcc765e9308","TERATOGENESIS"
"7b3365d6-20b8-44a4-ae01-c42c333939da","BIOTRASFORMATION"
"56b75972-0783-4053-b4b0-9335651974cb","HEPATOXITY"
"a6138958-0f03-49a2-b55b-589bbc7e980c","NEPHROTOXITY"
"d7598eef-09d0-4caf-8654-e23adfcf1106","TOXICOLOGY"
"c7b093a4-63bf-4fdc-a9ce-c5794e0c3a66","BRAZILIAN AMAZON"
"c4833c03-74d3-4655-a75d-ea45a739ad27","CAMPINAS"
"184527e0-3db1-4662-844c-b5a8049b01be","MANAUS"
"c4601294-014d-4832-94ec-f8202afdf832","ANTI-CANCER"
"46b2787a-7093-41e6-9c6a-2ce997cc2499","FT-IR"
"a08e84ee-d02e-47f6-bb44-b6bfde85ce23","NBO/NLO ANALYSIS"
"fad98c54-2918-438a-9517-1db3cdc1c022","CHLOROPLAST GENOME"
"593a33c0-5aa1-4f84-8b57-e5fc39e8c1ad","PHYLOGENETIC"
"da4ad8ed-9269-4c3b-8bdc-9300a7b830a3","JATOBÁ"
"f461f228-6d13-4dd5-85b2-c6d375dd0282","RESERVA DUCKE"
"c76b2736-b207-438f-a530-747b3bf5e5dd","ANOMALOCALYX"
"be0fe73d-eb1b-4736-8d0a-11ccb3366765","EUPHORBIACEAE"
"56528048-5c97-49d5-88a1-7b9632ed6fd7","MOLECULAR NETWORKING"
"4349f045-3e48-4b2c-acd5-43d2a78d4c67","PHENOLIC PLANT METABOLISM"
"6d95e481-ef48-47f3-bc83-95038811b9cd","JUSTICIA SECT. CHAETOTHYLAX"
"35a8f0fb-60a3-435a-980f-0c9c622dd428","JUSTICIEAE"
"9e311f99-1d4c-4033-9787-c1498ce8160c","CHARCOAL"
"4522a820-c3a1-455f-8ce8-6d3d818382fc","FIREWOOD"
"6e17d5d5-6789-47e8-a584-084c162c723e","RESIDUAL BIOMASS"
"12820a7c-795c-4273-8333-805262c18510","WOOD PROPERTIES"
"55c3cd4e-fa33-46f8-8247-594ed10766ad","EXPERIMENTAL WARMING"
"7c5334d7-790b-41c3-a493-af0c1f039635","PHOTOSYNTHESIS"
"4c04a515-8452-4892-9670-00d63276bbe0","RESPIRATION"
"2ea90cd5-0e5c-451d-8cea-c8dc4227cc83","STOMATAL TRAITS"
"a5c694dd-97be-4773-86b0-329af87b4cb4","THERMAL ACCLIMATION"
"82fb3392-b77f-4b40-96a9-afdab0af87a4","TRACE"
"04961e73-741b-43c7-aade-eb8d87fe9c16","TROPICAL FORESTS"
"005e818d-e35c-485a-8509-5d2ea49bf8f5","CYMBIDIEAE"
"d3e8beb0-43d5-4777-b8ab-84632070cbae","MATO GROSSO STATE"
"29bc727d-462e-46a3-bfc9-c9f46bfa592b","APOCYNOIDS"
"3a344ad6-07d4-4134-b93e-0fac087eb562","SURINAME"
"b51cf749-a245-419c-8086-1419c95ab575","CUPANIA GRANDIFLORA"
"ff6519c9-286a-421b-bfb5-8cf9edcbb435","CUPANIA JUGLANDIFOLIA"
"21874af6-d1dc-4464-8f93-b535872cfa40","CUPANIA LARGIFOLIA"
"f4565025-3309-4cb3-b95c-10051f8679bd","CUPANIA LATIFOLIA"
"7a2c040a-2a63-4b00-91b1-03db8c91fd9a","NEOTROPICAL TREES"
